date,close,volume,open,high,low
15-11-18,191.41,46271660,188.39,191.97,186.9
14-11-18,186.8,60547340,193.9,194.48,185.93
13-11-18,192.23,46725710,191.63,197.18,191.4501
12-11-18,194.17,50991030,199,199.85,193.79
09-11-18,204.47,34317760,205.55,206.01,202.25
08-11-18,208.49,25289270,209.98,210.12,206.75
07-11-18,209.95,33291640,205.97,210.06,204.13
06-11-18,203.77,31774720,201.92,204.72,201.69
05-11-18,201.59,66072170,204.3,204.39,198.17
02-11-18,207.48,91046560,209.55,213.65,205.43
01-11-18,222.22,52954070,219.05,222.36,216.81
31-10-18,218.86,38016810,216.88,220.45,216.62
30-10-18,213.3,36487930,211.15,215.18,209.27
29-10-18,212.24,45713690,219.19,219.69,206.09
26-10-18,216.3,47191700,215.9,220.19,212.67
25-10-18,219.8,29027340,217.71,221.38,216.75
24-10-18,215.09,39992120,222.6,224.23,214.54
23-10-18,222.73,38681170,215.83,223.25,214.7
22-10-18,220.65,28751540,219.79,223.36,218.94
19-10-18,219.31,32874330,218.06,221.26,217.43
18-10-18,216.02,32389280,217.86,219.74,213
17-10-18,221.19,22692880,222.3,222.64,219.34
16-10-18,222.15,28802550,218.93,222.99,216.7627
15-10-18,217.36,30280450,221.16,221.83,217.27
12-10-18,222.11,39494770,220.42,222.88,216.84
11-10-18,214.45,52902320,214.52,219.5,212.32
10-10-18,216.36,41084070,225.46,226.35,216.05
09-10-18,226.87,26656630,223.64,227.27,222.2462
08-10-18,223.77,28784550,222.21,224.8,220.2
05-10-18,224.29,33507770,227.96,228.41,220.58
04-10-18,227.99,31961120,230.78,232.35,226.73
03-10-18,232.07,28540490,230.05,233.47,229.78
02-10-18,229.28,24435010,227.25,230,226.63
01-10-18,227.26,23171020,227.95,229.42,226.35
28-09-18,225.74,22560440,224.79,225.84,224.02
27-09-18,224.95,29729270,223.82,226.44,223.54
26-09-18,220.42,23430370,221,223.75,219.76
25-09-18,222.19,22811140,219.75,222.82,219.7
24-09-18,220.79,27581270,216.82,221.26,216.63
21-09-18,217.66,95584080,220.78,221.36,217.29
20-09-18,220.03,26388050,220.24,222.28,219.15
19-09-18,218.37,26869880,218.5,219.62,215.3
18-09-18,218.24,31495630,217.79,221.85,217.12
17-09-18,217.88,36810120,222.15,222.95,217.27
14-09-18,223.84,31801970,225.75,226.84,222.522
13-09-18,226.41,41411350,223.52,228.35,222.57
12-09-18,221.07,49118510,224.94,225,219.84
11-09-18,223.85,35644510,218.01,224.299,216.56
10-09-18,218.33,39194720,220.95,221.85,216.47
07-09-18,221.3,37418910,221.85,225.37,220.71
06-09-18,223.1,34121240,226.23,227.35,221.3
05-09-18,226.87,33290830,228.99,229.67,225.1
04-09-18,228.36,27363960,228.41,229.18,226.63
31-08-18,227.63,43177540,226.51,228.87,226
30-08-18,225.03,48696960,223.25,228.26,222.4
29-08-18,222.98,27074260,220.15,223.49,219.41
28-08-18,219.7,22751390,219.01,220.54,218.92
27-08-18,217.94,20400770,217.15,218.74,216.33
24-08-18,216.16,18457720,216.6,216.9,215.11
23-08-18,215.49,18505780,214.65,217.05,214.6
22-08-18,215.05,18965930,214.1,216.36,213.84
21-08-18,215.04,25682700,216.8,217.19,214.025
20-08-18,215.46,30149410,218.1,219.18,215.11
17-08-18,217.58,35034410,213.44,217.95,213.16
16-08-18,213.32,27595310,211.75,213.8121,211.47
15-08-18,210.24,28595230,209.22,210.74,208.33
